Disease,ID
Eosinophilic esophagitis,HMDB0000214
Hyperdibasic aminoaciduria I,HMDB0000214
"Hyperlysinemia I, familial",HMDB0000214
Hyperlysinuria,HMDB0000214
Canavan disease,HMDB0000226
Uremia,HMDB0000226
Colorectal cancer,HMDB0000226
Crohn's disease,HMDB0000226
Ulcerative colitis,HMDB0000226
Ornithine transcarbamylase deficiency,HMDB0000226
Orotic aciduria I,HMDB0000226
N-acetylglutamate synthetase deficiency,HMDB0000226
Hyperornithinemia-hyperammonemia-homocitrullinuria,HMDB0000226
Lysinuric protein intolerance,HMDB0000226
"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic",HMDB0000226
Prostate cancer,HMDB0000218
Schizophrenia,HMDB0000208
Anoxia,HMDB0000208
Colorectal cancer,HMDB0000208
2-Ketoglutarate dehydrogenase complex deficiency,HMDB0000208
Eosinophilic esophagitis,HMDB0000208
D-2-hydroxyglutaric aciduria,HMDB0000208
Hyperinsulinism-hyperammonemia syndrome,HMDB0000208
Fumarase deficiency,HMDB0000208
Amish lethal microcephaly,HMDB0000208
"Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",HMDB0000208
Dihydrolipoamide Dehydrogenase Deficiency,HMDB0000208
Lipoyltransferase 1 Deficiency,HMDB0000208
Ovarian cancer,HMDB0009901
Perillyl alcohol administration for cancer treatment,HMDB0000220
Colorectal cancer,HMDB0000220
Schizophrenia,HMDB0000220
Inflammatory bowel disease,HMDB0000220
Eosinophilic esophagitis,HMDB0000220
Colorectal cancer,HMDB0012273
Isovaleric acidemia,HMDB0003229
Cirrhosis,HMDB0003229
Colorectal cancer,HMDB0003229
Colorectal cancer,HMDB0061712
Eosinophilic esophagitis,HMDB0061712
Obesity,HMDB0061712
Celiac disease,HMDB0000222
Very Long Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000222
Obesity,HMDB0000222
Cirrhosis,HMDB0000222
Colorectal cancer,HMDB0000222
Eosinophilic esophagitis,HMDB0000222
Colorectal cancer,HMDB0002100
Colorectal cancer,HMDB0029937
Colorectal cancer,HMDB0004231
Alcoholism,HMDB0000210
Irritable bowel syndrome,HMDB0000210
Colorectal cancer,HMDB0000210
Obesity,HMDB0000210
Crohn's disease,HMDB0000210
Ulcerative colitis,HMDB0000210
Eosinophilic esophagitis,HMDB0000210
Colorectal cancer,HMDB0059911
Traumatic brain injury,HMDB0001860
Head injury,HMDB0001860
Colorectal cancer,HMDB0001860
Asthma,HMDB0001860
Eosinophilic esophagitis,HMDB0001860
Colorectal cancer,HMDB0003363
Schizophrenia,HMDB0000847
Ulcerative colitis,HMDB0000847
Crohn's disease,HMDB0000847
Colorectal cancer,HMDB0000847
Schizophrenia,HMDB0000826
Crohn's disease,HMDB0000826
Colorectal cancer,HMDB0000826
Uremia,HMDB0000228
Colorectal cancer,HMDB0000228
Ulcerative colitis,HMDB0000228
Nonalcoholic fatty liver disease,HMDB0000228
Crohn's disease,HMDB0000228
Irritable bowel syndrome,HMDB0000228
Autism,HMDB0000228
Pervasive developmental disorder not otherwise specified,HMDB0000228
Celiac disease,HMDB0000228
Perillyl alcohol administration for cancer treatment,HMDB0000228
Eosinophilic esophagitis,HMDB0000228
Colorectal cancer,HMDB0060015
Kidney disease,HMDB0000209
Leukemia,HMDB0000209
Uremia,HMDB0000209
Irritable bowel syndrome,HMDB0000209
Ulcerative colitis,HMDB0000209
Colorectal cancer,HMDB0000209
Crohn's disease,HMDB0000209
Attachment loss,HMDB0000209
Missing teeth,HMDB0000209
Periodontal Probing Depth,HMDB0000209
Prosthesis/Missing teeth,HMDB0000209
Supragingival Calculus,HMDB0000209
Supragingival Plaque,HMDB0000209
Tooth Decay,HMDB0000209
Phenylketonuria,HMDB0000209
Eosinophilic esophagitis,HMDB0000209
Uremia,HMDB0006344
Colorectal cancer,HMDB0006344
Eosinophilic esophagitis,HMDB0006344
Colorectal cancer,HMDB0028988
Colorectal cancer,HMDB0028991
Colorectal cancer,HMDB0028994
Colorectal cancer,HMDB0028995
Colorectal cancer,HMDB0028998
Colorectal cancer,HMDB0029001
Colorectal cancer,HMDB0013302
Colorectal cancer,HMDB0029004
Colorectal cancer,HMDB0029006
Colorectal cancer,HMDB0029007
Colorectal cancer,HMDB0029008
Colorectal cancer,HMDB0000779
Attachment loss,HMDB0000779
Periodontal Probing Depth,HMDB0000779
Supragingival Plaque,HMDB0000779
Phenylketonuria,HMDB0000779
Hemodialysis,HMDB0001429
Hypophosphatemia,HMDB0001429
"Bartter Syndrome, Type 4A, Neonatal, with Sensorineural Deafness",HMDB0001429
Fanconi syndrome,HMDB0001429
Hyperphosphatasia,HMDB0001429
Hypoparathyroidism-retardation-dysmorphism syndrome,HMDB0001429
Hypophosphatasia,HMDB0001429
Oculocerebrorenal syndrome,HMDB0001429
Colorectal cancer,HMDB0001429
Supragingival Plaque,HMDB0001429
Lung Cancer,HMDB0001565
Multi-infarct dementia,HMDB0001565
Alzheimer's disease,HMDB0001565
Colorectal cancer,HMDB0001565
Hemodialysis,HMDB0002107
Colorectal cancer,HMDB0002107
Eosinophilic esophagitis,HMDB0002107
Refsum's disease,HMDB0000801
Infantile Refsum's disease,HMDB0000801
Adrenoleukodystrophy,HMDB0000801
Peroxisomal biogenesis defect,HMDB0000801
Rhizomelic chondrodysplasia punctata,HMDB0000801
"Peroxisomal disorders, new type, liver",HMDB0000801
Alpha-Methylacyl-CoA racemase deficiency,HMDB0000801
Cerebrotendinous xanthomatosis,HMDB0000801
Pseudoneonatal adrenoleukodystrophy,HMDB0000801
Colorectal cancer,HMDB0000801
Colorectal cancer,HMDB0002019
Colorectal cancer,HMDB0004610
3-Hydroxydicarboxylic aciduria,HMDB0000857
Colorectal cancer,HMDB0000857
Eosinophilic esophagitis,HMDB0000857
Infantile Refsum's disease,HMDB0000070
Rhizomelic chondrodysplasia punctata,HMDB0000070
Refsum's disease,HMDB0000070
"Peroxisomal disorders, new type, liver",HMDB0000070
Pyridoxine-dependent epilepsy,HMDB0000070
D-Bifunctional protein deficiency,HMDB0000070
Pseudoneonatal adrenoleukodystrophy,HMDB0000070
Traumatic brain injury,HMDB0000070
Malaria,HMDB0000070
Anemia,HMDB0000070
Tuberculous meningitis,HMDB0000070
Convulsion,HMDB0000070
"Hyperlysinemia I, familial",HMDB0000070
Hyperpipecolatemia,HMDB0000070
Colorectal cancer,HMDB0000070
Perillyl alcohol administration for cancer treatment,HMDB0000070
Pancreatic cancer,HMDB0000070
Periodontal disease,HMDB0000070
Periodontal Probing Depth,HMDB0000070
Peroxisomal biogenesis defect,HMDB0000070
Adrenoleukodystrophy,HMDB0000070
Schizophrenia,HMDB0000070
Colorectal cancer,HMDB0034301
Metastatic melanoma,HMDB0034301
Perillyl alcohol administration for cancer treatment,HMDB0034301
Pancreatic cancer,HMDB0034301
Periodontal disease,HMDB0034301
Colorectal cancer,HMDB0029377
Colorectal cancer,HMDB0015166
Colorectal cancer,HMDB0004827
Colorectal cancer,HMDB0029010
Colorectal cancer,HMDB0029028
Colorectal cancer,HMDB0011178
Attachment loss,HMDB0011178
Missing teeth,HMDB0011178
Periodontal Probing Depth,HMDB0011178
Colorectal cancer,HMDB0011179
Propionic acidemia,HMDB0000237
Methylmalonic acidemia,HMDB0000237
Colorectal cancer,HMDB0000237
Irritable bowel syndrome,HMDB0000237
Ulcerative colitis,HMDB0000237
Nonalcoholic fatty liver disease,HMDB0000237
Celiac disease,HMDB0000237
Crohn's disease,HMDB0000237
Autism,HMDB0000237
Pervasive developmental disorder not otherwise specified,HMDB0000237
Rheumatoid arthritis,HMDB0000237
Eosinophilic esophagitis,HMDB0000237
Cirrhosis,HMDB0001881
Early preeclampsia,HMDB0001881
Pregnancy,HMDB0001881
Late-onset preeclampsia,HMDB0001881
Asthma,HMDB0001881
Colorectal cancer,HMDB0001881
Lung Cancer,HMDB0001881
Eosinophilic esophagitis,HMDB0001881
Colorectal cancer,HMDB0001856
Colorectal cancer,HMDB0001943
Canavan disease,HMDB0000767
Uremia,HMDB0000767
Colorectal cancer,HMDB0000767
Colorectal cancer,HMDB0000802
Uremia,HMDB0001414
Irritable bowel syndrome,HMDB0001414
Ulcerative colitis,HMDB0001414
Crohn's disease,HMDB0001414
Perillyl alcohol administration for cancer treatment,HMDB0001414
Periodontal disease,HMDB0001414
Alzheimer's disease,HMDB0001414
Frontotemporal dementia,HMDB0001414
Lewy body disease,HMDB0001414
Pancreatic cancer,HMDB0001414
Leukemia,HMDB0001414
Eosinophilic esophagitis,HMDB0001414
Colorectal cancer,HMDB0001414
Sickle cell anemia,HMDB0001545
"Epilepsy, early-onset, vitamin B6-dependent",HMDB0001545
Colorectal cancer,HMDB0001545
Homozygous sickle cell disease,HMDB0000239
"Epilepsy, early-onset, vitamin B6-dependent",HMDB0000239
Crohn's disease,HMDB0000239
Ulcerative colitis,HMDB0000239
Colorectal cancer,HMDB0000239
Eosinophilic esophagitis,HMDB0000239
Colorectal cancer,HMDB0039229
Glutathione synthetase deficiency,HMDB0000267
Schizophrenia,HMDB0000267
Irritable bowel syndrome,HMDB0000267
Colorectal cancer,HMDB0000267
Ulcerative colitis,HMDB0000267
Supragingival Calculus,HMDB0000267
5-oxoprolinase deficiency,HMDB0000267
Autosomal  dominant polycystic kidney disease,HMDB0000267
Eosinophilic esophagitis,HMDB0000267
Colorectal cancer,HMDB0061890
Colorectal cancer,HMDB0094651
Perillyl alcohol administration for cancer treatment,HMDB0001369
Pancreatic cancer,HMDB0001369
Periodontal disease,HMDB0001369
"3-methylglutaconic aciduria type II, X-linked",HMDB0000243
Colorectal cancer,HMDB0000243
Stomach cancer,HMDB0000243
Schizophrenia,HMDB0000243
Early preeclampsia,HMDB0000243
Pregnancy,HMDB0000243
Late-onset preeclampsia,HMDB0000243
Glucagon deficiency,HMDB0000243
2-Ketoglutarate dehydrogenase complex deficiency,HMDB0000243
3-Hydroxy-3-methylglutaryl-CoA lyase deficiency,HMDB0000243
3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency,HMDB0000243
"Leigh's syndrome, subacute necrotizing encephalopathy, SNE",HMDB0000243
"Myopathy with lactic acidosis, hereditary",HMDB0000243
"Fructose-1,6-diphosphatase deficiency",HMDB0000243
Mitochondrial pyruvate carrier deficiency,HMDB0000243
Pyruvate dehydrogenase deficiency (E1),HMDB0000243
Pyruvate dehydrogenase deficiency,HMDB0000243
Pyruvate dehydrogenase phosphatase deficiency,HMDB0000243
Dihydrolipoamide Dehydrogenase Deficiency,HMDB0000243
Lipoyltransferase 1 Deficiency,HMDB0000243
GRACILE syndrome,HMDB0000243
Anoxia,HMDB0000243
Meningitis,HMDB0000243
3-Methyl-crotonyl-glycinuria,HMDB0000243
Fumarase deficiency,HMDB0000243
Irritable bowel syndrome,HMDB0000243
Alzheimer's disease,HMDB0000243
Frontotemporal dementia,HMDB0000243
Lewy body disease,HMDB0000243
Diabetes mellitus type 1,HMDB0000243
Eosinophilic esophagitis,HMDB0000243
Pearson Syndrome,HMDB0000243
Prostate cancer,HMDB0003072
Colorectal cancer,HMDB0003072
Colorectal cancer,HMDB0015044
Colorectal cancer,HMDB0003213
Sepsis,HMDB0003213
Colorectal cancer,HMDB0000849
Alzheimer's disease,HMDB0000508
Colorectal cancer,HMDB0000508
Ribose-5-phosphate isomerase deficiency,HMDB0000508
Anorexia nervosa,HMDB0000244
Brown-Vialetto-Van Laere Syndrome 1,HMDB0000244
Alcoholism,HMDB0000244
Colorectal cancer,HMDB0000244
Eosinophilic esophagitis,HMDB0000244
Colorectal cancer,HMDB0000884
Perillyl alcohol administration for cancer treatment,HMDB0000884
Colorectal cancer,HMDB0010169
Eosinophilic esophagitis,HMDB0010169
Obesity,HMDB0010169
Obesity,HMDB0001348
Colorectal cancer,HMDB0001348
Eosinophilic esophagitis,HMDB0001348
Colorectal cancer,HMDB0029723
Colorectal cancer,HMDB0000279
Mitochondrial complex I deficiency due to ACAD9 deficiency,HMDB0001895
Colorectal cancer,HMDB0001895
Autosomal  dominant polycystic kidney disease,HMDB0001895
Eosinophilic esophagitis,HMDB0001895
Colorectal cancer,HMDB0000840
Colorectal cancer,HMDB0240252
Sarcosinemia,HMDB0000271
Colorectal cancer,HMDB0000271
Stomach cancer,HMDB0000271
Alzheimer's disease,HMDB0000271
Frontotemporal dementia,HMDB0000271
Lewy body disease,HMDB0000271
Eosinophilic esophagitis,HMDB0000271
Prostate cancer,HMDB0000271
Dimethylglycine Dehydrogenase Deficiency,HMDB0000271
3-Hydroxydicarboxylic aciduria,HMDB0000792
Iron deficiency,HMDB0000792
Ulcerative colitis,HMDB0000792
Colorectal cancer,HMDB0000792
Carnitine-acylcarnitine translocase deficiency,HMDB0000792
Eosinophilic esophagitis,HMDB0000792
Medium Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000792
3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency,HMDB0000792
Colorectal cancer,HMDB0036323
Prostate cancer,HMDB0003966
Schizophrenia,HMDB0000259
Parkinson's disease,HMDB0000259
Hypothyroidism,HMDB0000259
Sepiapterin reductase deficiency,HMDB0000259
Colorectal cancer,HMDB0000259
Eosinophilic esophagitis,HMDB0000259
Aromatic L-amino acid decarboxylase deficiency,HMDB0000259
Brunner Syndrome,HMDB0000259
Colorectal cancer,HMDB0029042
Colorectal cancer,HMDB0029043
Colorectal cancer,HMDB0029046
Colorectal cancer,HMDB0029047
Colorectal cancer,HMDB0029052
Prostate cancer,HMDB0003070
Colorectal cancer,HMDB0032616
Colorectal cancer,HMDB0003236
Uremia,HMDB0000247
Alzheimer's disease,HMDB0000247
Crohn's disease,HMDB0000247
Ulcerative colitis,HMDB0000247
Colorectal cancer,HMDB0000247
Eosinophilic esophagitis,HMDB0000247
Prostate cancer,HMDB0005831
Uremia,HMDB0001257
Colorectal cancer,HMDB0001257
Crohn's disease,HMDB0001257
Ulcerative colitis,HMDB0001257
Alzheimer's disease,HMDB0001257
Frontotemporal dementia,HMDB0001257
Lewy body disease,HMDB0001257
Tooth Decay,HMDB0001257
Leukemia,HMDB0001257
Colorectal cancer,HMDB0000269
Pregnancy,HMDB0000269
Lung Cancer,HMDB0000252
Colorectal cancer,HMDB0000252
Colorectal cancer,HMDB0000256
Perillyl alcohol administration for cancer treatment,HMDB0000827
Schizophrenia,HMDB0000827
Crohn's disease,HMDB0000827
Iron deficiency,HMDB0000827
Colorectal cancer,HMDB0000827
Eosinophilic esophagitis,HMDB0000827
Colorectal cancer,HMDB0006547
Celiac disease,HMDB0000848
Pregnancy,HMDB0000848
Obesity,HMDB0000848
Colorectal cancer,HMDB0000848
Colorectal cancer,HMDB0013078
Cirrhosis,HMDB0004157
Hepatocellular carcinoma,HMDB0004157
Colorectal cancer,HMDB0004157
Sitosterolemia,HMDB0000494
Colorectal cancer,HMDB0000494
Sitosterolemia,HMDB0000937
Colorectal cancer,HMDB0000937
3-Hydroxydicarboxylic aciduria,HMDB0000893
Colorectal cancer,HMDB0000893
Anorexia nervosa,HMDB0000893
Eosinophilic esophagitis,HMDB0000893
Schizophrenia,HMDB0000893
Medium Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000893
Malonyl-Coa decarboxylase deficiency,HMDB0000893
Carnitine-acylcarnitine translocase deficiency,HMDB0000893
3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency,HMDB0000893
Early preeclampsia,HMDB0000254
Pregnancy,HMDB0000254
Canavan disease,HMDB0000254
Alzheimer's disease,HMDB0000254
Irritable bowel syndrome,HMDB0000254
Ulcerative colitis,HMDB0000254
Crohn's disease,HMDB0000254
Gout,HMDB0000254
Attachment loss,HMDB0000254
Missing teeth,HMDB0000254
Periodontal Probing Depth,HMDB0000254
Lung Cancer,HMDB0000254
Eosinophilic esophagitis,HMDB0000254
Colorectal cancer,HMDB0000254
D-2-hydroxyglutaric aciduria,HMDB0000254
Malonyl-Coa decarboxylase deficiency,HMDB0000254
Fumarase deficiency,HMDB0000254
2-Ketoglutarate dehydrogenase complex deficiency,HMDB0000254
Lipoyltransferase 1 Deficiency,HMDB0000254
Colorectal cancer,HMDB0031554
Colorectal cancer,HMDB0000258
Crohn's disease,HMDB0000258
Ulcerative colitis,HMDB0000258
Sepsis,HMDB0000258
Attachment loss,HMDB0000258
Periodontal Probing Depth,HMDB0000258
Lung Cancer,HMDB0000258
Autosomal  dominant polycystic kidney disease,HMDB0000258
Eosinophilic esophagitis,HMDB0000258
Colorectal cancer,HMDB0002639
Hepatitis,HMDB0002639
Cirrhosis,HMDB0002639
Colorectal cancer,HMDB0002432
Eosinophilic esophagitis,HMDB0002432
Kidney disease,HMDB0003334
Uremia,HMDB0003334
Crohn's disease,HMDB0003334
Ulcerative colitis,HMDB0003334
Colorectal cancer,HMDB0003334
Autosomal  dominant polycystic kidney disease,HMDB0003334
Colorectal cancer,HMDB0002085
Lung Cancer,HMDB0000956
Heart failure,HMDB0000251
"Sulfite oxidase deficiency, ISOLATED",HMDB0000251
Epilepsy,HMDB0000251
Parkinson's disease,HMDB0000251
Leukemia,HMDB0000251
Schizophrenia,HMDB0000251
Irritable bowel syndrome,HMDB0000251
Ulcerative colitis,HMDB0000251
Colorectal cancer,HMDB0000251
Crohn's disease,HMDB0000251
Gout,HMDB0000251
Rheumatoid arthritis,HMDB0000251
Perillyl alcohol administration for cancer treatment,HMDB0000251
Pancreatic cancer,HMDB0000251
Periodontal disease,HMDB0000251
Lung Cancer,HMDB0000251
Autosomal  dominant polycystic kidney disease,HMDB0000251
Propionic acidemia,HMDB0000251
Maple syrup urine disease,HMDB0000251
Eosinophilic esophagitis,HMDB0000251
Molybdenum cofactor deficiency,HMDB0000251
Colorectal cancer,HMDB0000951
Crohn's disease,HMDB0000951
Ulcerative colitis,HMDB0000951
Biliary atresia,HMDB0000951
Hepatocellular carcinoma,HMDB0000036
Cirrhosis,HMDB0000036
Colorectal cancer,HMDB0000036
Crohn's disease,HMDB0000036
Ulcerative colitis,HMDB0000036
Metastatic melanoma,HMDB0000036
Biliary atresia,HMDB0000036
Hepatocellular carcinoma,HMDB0000896
Cirrhosis,HMDB0000896
Colorectal cancer,HMDB0000896
Metastatic melanoma,HMDB0000896
Colorectal cancer,HMDB0002580
Colorectal cancer,HMDB0000874
Hypogonadism,HMDB0000234
Cadmium exposure,HMDB0000234
Prostate cancer,HMDB0000234
Schizophrenia,HMDB0000234
"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",HMDB0000234
11-beta-Hydroxylase deficiency,HMDB0000234
Aromatase deficiency,HMDB0000234
21-Hydroxylase deficiency,HMDB0000234
"Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency",HMDB0000234
"Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete",HMDB0000234
Woodhouse-Sakati syndrome,HMDB0000234
X-linked ichthyosis,HMDB0000234
Lipoid Congenital Adrenal Hyperplasia,HMDB0000234
Colorectal cancer,HMDB0002003
Colorectal cancer,HMDB0000872
Colorectal cancer,HMDB0094708
Alcoholism,HMDB0000879
Major depressive disorder,HMDB0000879
Inflammatory bowel disease,HMDB0000879
Thyroid cancer,HMDB0000879
Lipoid Congenital Adrenal Hyperplasia,HMDB0000879
Thyroid cancer,HMDB0005972
11-beta-Hydroxylase deficiency,HMDB0005972
Malaria,HMDB0002825
Head injury,HMDB0002825
Colorectal cancer,HMDB0002825
Asthma,HMDB0002825
Autosomal  dominant polycystic kidney disease,HMDB0002825
Traumatic brain injury,HMDB0001889
Head injury,HMDB0001889
Colorectal cancer,HMDB0001889
Asthma,HMDB0001889
Hemodialysis,HMDB0000235
Friedreich's ataxia,HMDB0000235
Olivopontocerebral atrophy,HMDB0000235
Alcoholism,HMDB0000235
Hereditary spastic paraplegia,HMDB0000235
Colorectal cancer,HMDB0000235
Colorectal cancer,HMDB0000943
Stomach cancer,HMDB0000943
Cystic fibrosis,HMDB0000943
Eosinophilic esophagitis,HMDB0000943
Colorectal cancer,HMDB0029064
Colorectal cancer,HMDB0029065
Colorectal cancer,HMDB0029068
Colorectal cancer,HMDB0029074
Canavan disease,HMDB0000273
Degenerative disc disease,HMDB0000273
Colorectal cancer,HMDB0000273
Attachment loss,HMDB0000273
Missing teeth,HMDB0000273
Periodontal Probing Depth,HMDB0000273
Eosinophilic esophagitis,HMDB0000273
Thymidine phosphorylase deficiency,HMDB0000273
Thymidine treatment,HMDB0000262
Beta-ureidopropionase deficiency,HMDB0000262
Colorectal cancer,HMDB0000262
Temporomandibular joint disorder,HMDB0000262
Periodontal Probing Depth,HMDB0000262
Dihydropyrimidine dehydrogenase deficiency,HMDB0000262
Colorectal cancer,HMDB0062720
Colorectal cancer,HMDB0062562
Attachment loss,HMDB0062562
Missing teeth,HMDB0062562
Periodontal Probing Depth,HMDB0062562
Colorectal cancer,HMDB0000933
Ketosis,HMDB0000933
Very Long Chain Acyl-CoA Dehydrogenase Deficiency,HMDB0000933
Mitochondrial trifunctional protein deficiency,HMDB0000933
Myoadenylate deaminase deficiency,HMDB0000933
Colorectal cancer,HMDB0001160
Colorectal cancer,HMDB0000875
Lung Cancer,HMDB0000875
Autosomal  dominant polycystic kidney disease,HMDB0000875
Eosinophilic esophagitis,HMDB0000875
Kidney disease,HMDB0000906
Uremia,HMDB0000906
Early preeclampsia,HMDB0000906
Pregnancy,HMDB0000906
Late-onset preeclampsia,HMDB0000906
Crohn's disease,HMDB0000906
Ulcerative colitis,HMDB0000906
Irritable bowel syndrome,HMDB0000906
Diverticular disease,HMDB0000906
Perillyl alcohol administration for cancer treatment,HMDB0000906
Pancreatic cancer,HMDB0000906
Periodontal disease,HMDB0000906
Trimethylaminuria,HMDB0000906
Eosinophilic esophagitis,HMDB0000906
Dimethylglycine Dehydrogenase Deficiency,HMDB0000906
Kidney disease,HMDB0000925
Uremia,HMDB0000925
Pancreatic cancer,HMDB0000925
Colorectal cancer,HMDB0000925
Celiac disease,HMDB0000925
Inflammatory bowel disease,HMDB0000925
Ulcerative colitis,HMDB0000925
Crohn's disease,HMDB0000925
Trimethylaminuria,HMDB0000925
Lung Cancer,HMDB0000925
Rhabdomyolysis,HMDB0000925
Argininosuccinic aciduria,HMDB0000925
Propionic acidemia,HMDB0000925
Tyrosinemia I,HMDB0000925
Maple syrup urine disease,HMDB0000925
Eosinophilic esophagitis,HMDB0000925
Schizophrenia,HMDB0000925
Dimethylglycine Dehydrogenase Deficiency,HMDB0000925
Irritable bowel syndrome,HMDB0000303
Colorectal cancer,HMDB0000303
Colorectal cancer,HMDB0029076
Colorectal cancer,HMDB0029082
Colorectal cancer,HMDB0029083
Colorectal cancer,HMDB0029086
Colorectal cancer,HMDB0029087
Colorectal cancer,HMDB0029090
Colorectal cancer,HMDB0029091
Colorectal cancer,HMDB0029094
Colorectal cancer,HMDB0029095
Colorectal cancer,HMDB0029096
Prostate cancer,HMDB0011740
Cirrhosis,HMDB0000306
Celiac disease,HMDB0000306
Colorectal cancer,HMDB0000306
Ulcerative colitis,HMDB0000306
Crohn's disease,HMDB0000306
Attachment loss,HMDB0000306
Periodontal Probing Depth,HMDB0000306
Eosinophilic esophagitis,HMDB0000306
Brunner Syndrome,HMDB0000306
Colorectal cancer,HMDB0004284
Colorectal cancer,HMDB0029098
Colorectal cancer,HMDB0029104
Colorectal cancer,HMDB0029103
Colorectal cancer,HMDB0029108
Colorectal cancer,HMDB0029109
Colorectal cancer,HMDB0029112
Colorectal cancer,HMDB0029117
Colorectal cancer,HMDB0029118
Prostate cancer,HMDB0011720
3-Hydroxydicarboxylic aciduria,HMDB0000888
Iron deficiency,HMDB0000888
Ulcerative colitis,HMDB0000888
Colorectal cancer,HMDB0000888
Colorectal cancer,HMDB0000947
Canavan disease,HMDB0000300
Uremia,HMDB0000300
Crohn's disease,HMDB0000300
Ulcerative colitis,HMDB0000300
Diverticular disease,HMDB0000300
Attachment loss,HMDB0000300
Missing teeth,HMDB0000300
Periodontal Probing Depth,HMDB0000300
Argininemia,HMDB0000300
Carbamoyl Phosphate Synthetase Deficiency,HMDB0000300
Hypertension,HMDB0000300
Cerebral infarction,HMDB0000300
Liver disease,HMDB0000300
Eosinophilic esophagitis,HMDB0000300
Colorectal cancer,HMDB0000300
Dihydropyrimidine dehydrogenase deficiency,HMDB0000300
Molybdenium co-factor deficiency,HMDB0000300
Cirrhosis,HMDB0000294
Colorectal cancer,HMDB0000294
Primary hypomagnesemia,HMDB0000294
"Bartter Syndrome, Type 2, Antenatal",HMDB0000294
"Bartter Syndrome, Type 4B, Neonatal, With Sensorineural Deafness",HMDB0000294
Dimethylglycine Dehydrogenase Deficiency,HMDB0000294
Uremia,HMDB0000294
Tuberculous meningitis,HMDB0000294
Meningitis,HMDB0000294
Supragingival Plaque,HMDB0000294
Eosinophilic esophagitis,HMDB0000294
Hepatocellular carcinoma,HMDB0000294
Perillyl alcohol administration for cancer treatment,HMDB0000294
Dihydropyrimidinase deficiency,HMDB0000026
Colorectal cancer,HMDB0000026
Prostate cancer,HMDB0000828
Diabetes mellitus type 2,HMDB0000289
Impaired glucose tolerance,HMDB0000289
Gout,HMDB0000289
Lesch-Nyhan syndrome,HMDB0000289
Multiple sclerosis,HMDB0000289
Bacterial meningitis,HMDB0000289
Cachexia,HMDB0000289
Uremia,HMDB0000289
Stomach cancer,HMDB0000289
Schizophrenia,HMDB0000289
"Sulfite oxidase deficiency, ISOLATED",HMDB0000289
Xanthinuria type 1,HMDB0000289
Molybdenum cofactor deficiency,HMDB0000289
Primary hypomagnesemia,HMDB0000289
"Fructose-1,6-diphosphatase deficiency",HMDB0000289
Phosphoribosylpyrophosphate Synthetase Superactivity,HMDB0000289
Fanconi syndrome,HMDB0000289
Cerebral creatine deficiency syndrome 2,HMDB0000289
D-Lactic Acidosis,HMDB0000289
"Long-chain Fatty Acids, Defect in Transport of",HMDB0000289
congenital disorder of glycosylation CDG-Ia,HMDB0000289
Molybdenium co-factor deficiency,HMDB0000289
Fanconi Bickel syndrome,HMDB0000289
Degenerative disc disease,HMDB0000289
Meningitis,HMDB0000289
Adenylosuccinate lyase deficiency,HMDB0000289
3-Methyl-crotonyl-glycinuria,HMDB0000289
Colorectal cancer,HMDB0000289
Canavan disease,HMDB0000289
"Fructose intolerance, hereditary",HMDB0000289
Nucleotide Depletion Syndrome,HMDB0000289
Lesch-Nyhan syndrome,HMDB0000296
Canavan disease,HMDB0000296
Colorectal cancer,HMDB0000296
Uremia,HMDB0000296
Degenerative disc disease,HMDB0000296
Irritable bowel syndrome,HMDB0000296
Ulcerative colitis,HMDB0000296
Argininemia,HMDB0000296
Cirrhosis,HMDB0004160
Hepatocellular carcinoma,HMDB0004160
Colorectal cancer,HMDB0004160
Crohn's disease,HMDB0004160
Ulcerative colitis,HMDB0004160
Crohn's disease,HMDB0004158
Ulcerative colitis,HMDB0004158
Colorectal cancer,HMDB0004158
Colorectal cancer,HMDB0000301
Eosinophilic esophagitis,HMDB0000301
Urocanase deficiency,HMDB0000301
Cystic fibrosis,HMDB0000946
Colorectal cancer,HMDB0000946
Primary biliary cirrhosis,HMDB0000946
Colorectal cancer,HMDB0002395
11-beta-Hydroxylase deficiency,HMDB0003231
Isovaleric acidemia,HMDB0003231
Obesity,HMDB0003231
Colorectal cancer,HMDB0003231
Colorectal cancer,HMDB0094676
Asthma,HMDB0000892
Irritable bowel syndrome,HMDB0000892
Ulcerative colitis,HMDB0000892
Nonalcoholic fatty liver disease,HMDB0000892
Diarrhoea predominant irritable bowel syndrome,HMDB0000892
Colorectal cancer,HMDB0000892
Celiac disease,HMDB0000892
Autism,HMDB0000892
Pervasive developmental disorder not otherwise specified,HMDB0000892
Crohn's disease,HMDB0000892
Diverticular disease,HMDB0000892
