Condition,ID,Metabolite
autism,HMDB0000123,Glycine
autism,HMDB0000148,L-Glutamic acid
autism,HMDB0000158,L-Tyrosine
autism,HMDB0000159,L-Phenylalanine
autism,HMDB0000161,L-Alanine
autism,HMDB0000162,L-Proline
autism,HMDB0000167,L-Threonine
autism,HMDB0000172,L-Isoleucine
autism,HMDB0000177,L-Histidine
autism,HMDB0000182,L-Lysine
autism,HMDB0000187,L-Serine
autism,HMDB0000197,Indoleacetic acid
autism,HMDB0000214,Ornithine
autism,HMDB0000228,Phenol
autism,HMDB0000237,Propionic acid
autism,HMDB0000466,3-Methylindole
autism,HMDB0000482,Caprylic acid
autism,HMDB0000517,L-Arginine
autism,HMDB0000535,Caproic acid
autism,HMDB0000574,L-Cysteine
autism,HMDB0000666,Heptanoic acid
autism,HMDB0000687,L-Leucine
autism,HMDB0000696,L-Methionine
autism,HMDB0000718,Isovaleric acid
autism,HMDB0000883,L-Valine
autism,HMDB0000892,Valeric acid
autism,HMDB0000929,L-Tryptophan
autism,HMDB0001858,p-Cresol
autism,HMDB0006483,D-Aspartic acid
autism,HMDB0031230,2-Ethylhexanoic acid
autism,HMDB0061883,Caproate (6:0)
autosomal dominant polycystic kidney disease (adpkd),HMDB0000087,Dimethylamine
autosomal dominant polycystic kidney disease (adpkd),HMDB0000157,Hypoxanthine
autosomal dominant polycystic kidney disease (adpkd),HMDB0000167,L-Threonine
autosomal dominant polycystic kidney disease (adpkd),HMDB0000258,Sucrose
autosomal dominant polycystic kidney disease (adpkd),HMDB0000267,Pyroglutamic acid
autosomal dominant polycystic kidney disease (adpkd),HMDB0000640,Levoglucosan
autosomal dominant polycystic kidney disease (adpkd),HMDB0000699,1-Methylnicotinamide
autosomal dominant polycystic kidney disease (adpkd),HMDB0000754,3-Hydroxyisovaleric acid
autosomal dominant polycystic kidney disease (adpkd),HMDB0000866,N-Acetyl-L-tyrosine
autosomal dominant polycystic kidney disease (adpkd),HMDB0000883,L-Valine
autosomal dominant polycystic kidney disease (adpkd),HMDB0000956,Tartaric acid
autosomal dominant polycystic kidney disease (adpkd),HMDB0001539,Asymmetric dimethylarginine
autosomal dominant polycystic kidney disease (adpkd),HMDB0001882,Dihydroxyacetone
autosomal dominant polycystic kidney disease (adpkd),HMDB0001886,3-Methylxanthine
autosomal dominant polycystic kidney disease (adpkd),HMDB0001895,Salicylic acid
autosomal dominant polycystic kidney disease (adpkd),HMDB0002658,6-Hydroxynicotinic acid
autosomal dominant polycystic kidney disease (adpkd),HMDB0002825,Theobromine
autosomal dominant polycystic kidney disease (adpkd),HMDB0003334,Symmetric dimethylarginine
autosomal dominant polycystic kidney disease (adpkd),HMDB0004667,13-HODE
autosomal dominant polycystic kidney disease (adpkd),HMDB0006029,N-Acetylglutamine
autosomal recessive spastic ataxia of charlevoix-saguena,HMDB0000235,Thiamine
autosomal recessive spastic ataxia of charlevoix-saguena,HMDB0000929,L-Tryptophan
bacterial infections (assorted),HMDB0000159,L-Phenylalanine
"bartter syndrome, type 2, antenatal",HMDB0000294,Urea
"bartter syndrome, type 2, antenatal",HMDB0000562,Creatinine
"bartter syndrome, type 4a, neonatal, with sensorineural deafness",HMDB0000562,Creatinine
"bartter syndrome, type 4a, neonatal, with sensorineural deafness",HMDB0001429,Phosphate
"bartter syndrome, type 4b, neonatal, with sensorineural deafness",HMDB0000294,Urea
"bartter syndrome, type 4b, neonatal, with sensorineural deafness",HMDB0000562,Creatinine
beckwith-wiedemann syndrome,HMDB0000122,D-Glucose
beckwith-wiedemann syndrome,HMDB0003345,alpha-D-Glucose
benign prostatic hypertrophy (bph),HMDB0000495,Androstanediol
beta-ureidopropionase deficiency,HMDB0000262,Thymine
"bile acid synthesis defect, congenital, 1",HMDB0000054,Bilirubin
biliary atresia,HMDB0000036,Taurocholic acid
biliary atresia,HMDB0000115,Glycolic acid
biliary atresia,HMDB0000619,Cholic acid
biliary atresia,HMDB0000637,Chenodeoxycholic acid glycine conjugate
biliary atresia,HMDB0000951,Taurochenodesoxycholic acid
biliary cirrhosis,HMDB0000619,Cholic acid
biliary cirrhosis,HMDB0000626,Deoxycholic acid
biliary cirrhosis,HMDB0000760,Hyocholic acid
biliary cirrhosis,HMDB0000761,Lithocholic acid
biliary cirrhosis,HMDB0000946,Ursodeoxycholic acid
biotinidase deficiency,HMDB0000700,Hydroxypropionic acid
biotinidase deficiency,HMDB0000754,3-Hydroxyisovaleric acid
bladder cancer,HMDB0000011,3-Hydroxybutyric acid
bladder cancer,HMDB0000019,alpha-Ketoisovaleric acid
bladder cancer,HMDB0000020,p-Hydroxyphenylacetic acid
bladder cancer,HMDB0000034,Adenine
bladder cancer,HMDB0000056,beta-Alanine
bladder cancer,HMDB0000067,Cholesterol
bladder cancer,HMDB0000072,cis-Aconitic acid
bladder cancer,HMDB0000092,Dimethylglycine
bladder cancer,HMDB0000094,Citric acid
bladder cancer,HMDB0000098,D-Xylose
bladder cancer,HMDB0000112,gamma-Aminobutyric acid
bladder cancer,HMDB0000115,Glycolic acid
bladder cancer,HMDB0000122,D-Glucose
bladder cancer,HMDB0000123,Glycine
bladder cancer,HMDB0000126,Glycerol 3-phosphate
bladder cancer,HMDB0000131,Glycerol
bladder cancer,HMDB0000134,Fumaric acid
bladder cancer,HMDB0000139,Glyceric acid
bladder cancer,HMDB0000143,D-Galactose
bladder cancer,HMDB0000148,L-Glutamic acid
bladder cancer,HMDB0000149,Ethanolamine
bladder cancer,HMDB0000150,Gluconolactone
bladder cancer,HMDB0000156,Malic acid
bladder cancer,HMDB0000157,Hypoxanthine
bladder cancer,HMDB0000158,L-Tyrosine
bladder cancer,HMDB0000159,L-Phenylalanine
bladder cancer,HMDB0000162,L-Proline
bladder cancer,HMDB0000163,D-Maltose
bladder cancer,HMDB0000167,L-Threonine
bladder cancer,HMDB0000174,L-Fucose
bladder cancer,HMDB0000182,L-Lysine
bladder cancer,HMDB0000187,L-Serine
bladder cancer,HMDB0000190,L-Lactic acid
bladder cancer,HMDB0000191,L-Aspartic acid
bladder cancer,HMDB0000195,Inosine
bladder cancer,HMDB0000197,Indoleacetic acid
bladder cancer,HMDB0000201,L-Acetylcarnitine
bladder cancer,HMDB0000208,Oxoglutaric acid
bladder cancer,HMDB0000210,Pantothenic acid
bladder cancer,HMDB0000211,myo-Inositol
bladder cancer,HMDB0000214,Ornithine
bladder cancer,HMDB0000215,N-Acetyl-D-glucosamine
bladder cancer,HMDB0000220,Palmitic acid
bladder cancer,HMDB0000226,Orotic acid
bladder cancer,HMDB0000228,Phenol
bladder cancer,HMDB0000230,N-Acetylneuraminic acid
bladder cancer,HMDB0000247,Sorbitol
bladder cancer,HMDB0000254,Succinic acid
bladder cancer,HMDB0000258,Sucrose
bladder cancer,HMDB0000267,Pyroglutamic acid
bladder cancer,HMDB0000271,Sarcosine
bladder cancer,HMDB0000283,D-Ribose
bladder cancer,HMDB0000289,Uric acid
bladder cancer,HMDB0000291,Vanillylmandelic acid
bladder cancer,HMDB0000296,Uridine
bladder cancer,HMDB0000300,Uracil
bladder cancer,HMDB0000305,Vitamin A
bladder cancer,HMDB0000306,Tyramine
bladder cancer,HMDB0000321,2-Hydroxyadipic acid
bladder cancer,HMDB0000355,3-Hydroxymethylglutaric acid
bladder cancer,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid"
bladder cancer,HMDB0000440,3-Hydroxyphenylacetic acid
bladder cancer,HMDB0000491,3-Methyl-2-oxovaleric acid
bladder cancer,HMDB0000500,4-Hydroxybenzoic acid
bladder cancer,HMDB0000508,Ribitol
bladder cancer,HMDB0000510,Aminoadipic acid
bladder cancer,HMDB0000525,5-Hydroxyhexanoic acid
bladder cancer,HMDB0000535,Caproic acid
bladder cancer,HMDB0000562,Creatinine
bladder cancer,HMDB0000574,L-Cysteine
bladder cancer,HMDB0000613,Erythronic acid
bladder cancer,HMDB0000625,Gluconic acid
bladder cancer,HMDB0000630,Cytosine
bladder cancer,HMDB0000640,Levoglucosan
bladder cancer,HMDB0000660,D-Fructose
bladder cancer,HMDB0000661,Glutaric acid
bladder cancer,HMDB0000687,L-Leucine
bladder cancer,HMDB0000696,L-Methionine
bladder cancer,HMDB0000700,Hydroxypropionic acid
bladder cancer,HMDB0000710,4-Hydroxybutyric acid
bladder cancer,HMDB0000714,Hippuric acid
bladder cancer,HMDB0000715,Kynurenic acid
bladder cancer,HMDB0000720,Levulinic acid
bladder cancer,HMDB0000729,alpha-Hydroxyisobutyric acid
bladder cancer,HMDB0000744,Malate
bladder cancer,HMDB0000752,Methylglutaric acid
bladder cancer,HMDB0000754,3-Hydroxyisovaleric acid
bladder cancer,HMDB0000765,Mannitol
bladder cancer,HMDB0000784,Azelaic acid
bladder cancer,HMDB0000806,Myristic acid
bladder cancer,HMDB0000812,N-Acetyl-L-aspartic acid
bladder cancer,HMDB0000822,p-Hydroxymandelic acid
bladder cancer,HMDB0000827,Stearic acid
bladder cancer,HMDB0000840,Salicyluric acid
bladder cancer,HMDB0000847,Pelargonic acid
bladder cancer,HMDB0000873,4-Methylcatechol
bladder cancer,HMDB0000875,Trigonelline
bladder cancer,HMDB0000881,Xanthurenic acid
bladder cancer,HMDB0000883,L-Valine
bladder cancer,HMDB0000884,Ribothymidine
bladder cancer,HMDB0000904,Citrulline
bladder cancer,HMDB0000943,Threonic acid
bladder cancer,HMDB0000954,Ferulic acid
bladder cancer,HMDB0000956,Tartaric acid
bladder cancer,HMDB0000991,DL-2-Aminooctanoic acid
bladder cancer,HMDB0001123,2-Aminobenzoic acid
bladder cancer,HMDB0001129,N-Acetylmannosamine
bladder cancer,HMDB0001138,N-Acetyl-L-glutamic acid
bladder cancer,HMDB0001266,L-Sorbose
bladder cancer,HMDB0001429,Phosphate
bladder cancer,HMDB0001488,Nicotinic acid
bladder cancer,HMDB0001565,Phosphorylcholine
bladder cancer,HMDB0001644,D-Xylulose
bladder cancer,HMDB0001844,Methylsuccinic acid
bladder cancer,HMDB0001851,L-Arabitol
bladder cancer,HMDB0001858,p-Cresol
bladder cancer,HMDB0001870,Benzoic acid
bladder cancer,HMDB0001881,Propylene glycol
bladder cancer,HMDB0001988,4-Hydroxycyclohexylcarboxylic acid
bladder cancer,HMDB0002432,Sumiki's acid
bladder cancer,HMDB0002545,Galacturonic acid
bladder cancer,HMDB0002712,"1,5-Anhydrosorbitol"
bladder cancer,HMDB0002721,1-Methylinosine
bladder cancer,HMDB0002917,D-Xylitol
bladder cancer,HMDB0002994,Erythritol
bladder cancer,HMDB0003072,Quinic acid
bladder cancer,HMDB0003156,"2,3-Butanediol"
bladder cancer,HMDB0003345,alpha-D-Glucose
bladder cancer,HMDB0003681,4-Acetamidobutanoic acid
bladder cancer,HMDB0003911,3-Aminoisobutanoic acid
bladder cancer,HMDB0004136,D-Threitol
bladder cancer,HMDB0006116,3-Hydroxyhippuric acid
bladder cancer,HMDB0012141,"(R)-2,3-Dihydroxy-isovalerate"
bladder cancer,HMDB0013609,D-Tryptophan
bladder cancer,HMDB0013678,4-Hydroxyhippuric acid
bladder cancer,HMDB0034219,D-Pinitol
bladder cancer,HMDB0061883,Caproate (6:0)
bladder cancer,HMDB0062121,Dihydroferulic acid
bladder cancer,HMDB0062583,N-benzoylglycinate
bladder cancer,HMDB0062620,L-Threonic Acid
bladder infections,HMDB0000087,Dimethylamine
bone metastases,HMDB0000452,L-alpha-Aminobutyric acid
brain injury,HMDB0000070,Pipecolic acid
brain injury,HMDB0000224,O-Phosphoethanolamine
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000115,Glycolic acid
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000172,L-Isoleucine
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000687,L-Leucine
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000695,Ketoleucine
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000700,Hydroxypropionic acid
branched-chain keto acid dehydrogenase kinase deficiency,HMDB0000883,L-Valine
breast cancer,HMDB0000002,"1,3-Diaminopropane"
breast cancer,HMDB0000020,p-Hydroxyphenylacetic acid
breast cancer,HMDB0000042,Acetic acid
breast cancer,HMDB0000043,Betaine
breast cancer,HMDB0000056,beta-Alanine
breast cancer,HMDB0000062,L-Carnitine
breast cancer,HMDB0000070,Pipecolic acid
breast cancer,HMDB0000086,Glycerophosphocholine
breast cancer,HMDB0000097,Choline
breast cancer,HMDB0000112,gamma-Aminobutyric acid
breast cancer,HMDB0000123,Glycine
breast cancer,HMDB0000148,L-Glutamic acid
breast cancer,HMDB0000149,Ethanolamine
breast cancer,HMDB0000157,Hypoxanthine
breast cancer,HMDB0000158,L-Tyrosine
breast cancer,HMDB0000159,L-Phenylalanine
breast cancer,HMDB0000161,L-Alanine
breast cancer,HMDB0000162,L-Proline
breast cancer,HMDB0000167,L-Threonine
breast cancer,HMDB0000172,L-Isoleucine
breast cancer,HMDB0000177,L-Histidine
breast cancer,HMDB0000182,L-Lysine
breast cancer,HMDB0000187,L-Serine
breast cancer,HMDB0000191,L-Aspartic acid
breast cancer,HMDB0000214,Ornithine
breast cancer,HMDB0000220,Palmitic acid
breast cancer,HMDB0000228,Phenol
breast cancer,HMDB0000251,Taurine
breast cancer,HMDB0000294,Urea
breast cancer,HMDB0000482,Caprylic acid
breast cancer,HMDB0000511,Capric acid
breast cancer,HMDB0000535,Caproic acid
breast cancer,HMDB0000641,L-Glutamine
breast cancer,HMDB0000650,D-alpha-Aminobutyric acid
breast cancer,HMDB0000673,Linoleic acid
breast cancer,HMDB0000687,L-Leucine
breast cancer,HMDB0000827,Stearic acid
breast cancer,HMDB0000883,L-Valine
breast cancer,HMDB0000884,Ribothymidine
breast cancer,HMDB0000904,Citrulline
breast cancer,HMDB0000906,Trimethylamine
breast cancer,HMDB0000929,L-Tryptophan
breast cancer,HMDB0001276,N1-Acetylspermidine
breast cancer,HMDB0001369,Pyrroline hydroxycarboxylic acid
breast cancer,HMDB0001414,Putrescine
breast cancer,HMDB0001563,1-Methylguanosine
breast cancer,HMDB0001659,Acetone
breast cancer,HMDB0001870,Benzoic acid
breast cancer,HMDB0002189,N8-Acetylspermidine
breast cancer,HMDB0002322,Cadaverine
breast cancer,HMDB0002721,1-Methylinosine
breast cancer,HMDB0002820,Methylimidazoleacetic acid
breast cancer,HMDB0006101,Enterolactone
breast cancer,HMDB0034301,Piperidine
breast cancer,HMDB0061883,Caproate (6:0)
breast tumour,HMDB0000299,Xanthosine
bronchopulmonary dysplasia,HMDB0000030,Biotin
brown-vialetto-van laere syndrome 1,HMDB0000244,Riboflavin
brown-vialetto-van laere syndrome 1,HMDB0000562,Creatinine
brunner syndrome,HMDB0000259,Serotonin
brunner syndrome,HMDB0000291,Vanillylmandelic acid
brunner syndrome,HMDB0000306,Tyramine
burkitt's lymphoma,HMDB0000030,Biotin
by nmr. significantly decreased vs control.,HMDB0000011,3-Hydroxybutyric acid
cachexia,HMDB0000158,L-Tyrosine
cachexia,HMDB0000211,myo-Inositol
cachexia,HMDB0000289,Uric acid
cachexia,HMDB0000883,L-Valine
cachexia,HMDB0000929,L-Tryptophan
cadmium exposure,HMDB0000234,Testosterone
campylobacter jejuni infection,HMDB0000039,Butyric acid
campylobacter jejuni infection,HMDB0000042,Acetic acid
campylobacter jejuni infection,HMDB0000108,Ethanol
campylobacter jejuni infection,HMDB0000209,Phenylacetic acid
campylobacter jejuni infection,HMDB0000228,Phenol
campylobacter jejuni infection,HMDB0000466,3-Methylindole
campylobacter jejuni infection,HMDB0000535,Caproic acid
campylobacter jejuni infection,HMDB0000666,Heptanoic acid
campylobacter jejuni infection,HMDB0000689,Isocaproic acid
campylobacter jejuni infection,HMDB0000718,Isovaleric acid
campylobacter jejuni infection,HMDB0000791,Octanoylcarnitine
campylobacter jejuni infection,HMDB0000906,Trimethylamine
campylobacter jejuni infection,HMDB0001659,Acetone
campylobacter jejuni infection,HMDB0001858,p-Cresol
campylobacter jejuni infection,HMDB0001870,Benzoic acid
campylobacter jejuni infection,HMDB0001873,Isobutyric acid
campylobacter jejuni infection,HMDB0011749,2-Piperidinone
campylobacter jejuni infection,HMDB0031230,2-Ethylhexanoic acid
campylobacter jejuni infection,HMDB0061883,Caproate (6:0)
canavan disease,HMDB0000089,Cytidine
canavan disease,HMDB0000094,Citric acid
canavan disease,HMDB0000157,Hypoxanthine
canavan disease,HMDB0000195,Inosine
canavan disease,HMDB0000226,Orotic acid
canavan disease,HMDB0000254,Succinic acid
canavan disease,HMDB0000273,Thymidine
canavan disease,HMDB0000289,Uric acid
canavan disease,HMDB0000292,Xanthine
canavan disease,HMDB0000296,Uridine
canavan disease,HMDB0000300,Uracil
canavan disease,HMDB0000562,Creatinine
canavan disease,HMDB0000767,Pseudouridine
canavan disease,HMDB0000812,N-Acetyl-L-aspartic acid
canavan disease,HMDB0001067,N-Acetylaspartylglutamic acid
canavan disease,HMDB0003099,1-Methyluric acid
cancer - assorted types,HMDB0000174,L-Fucose
cancer patients undergoing total body irradiation,HMDB0000038,Dihydrobiopterin
cancer patients undergoing total body irradiation,HMDB0000212,N-Acetylgalactosamine
cancer patients undergoing total body irradiation,HMDB0000391,7-Ketodeoxycholic acid
cancer patients undergoing total body irradiation,HMDB0000415,"3a,6b,7b-Trihydroxy-5b-cholanoic acid"
cancer patients undergoing total body irradiation,HMDB0000486,7-Hydroxyoctanoic acid
cancer patients undergoing total body irradiation,HMDB0000502,3-Oxocholic acid
cancer patients undergoing total body irradiation,HMDB0000539,Arabinonic acid
cancer patients undergoing total body irradiation,HMDB0000594,gamma-Glutamylphenylalanine
cancer patients undergoing total body irradiation,HMDB0000640,Levoglucosan
cancer patients undergoing total body irradiation,HMDB0000672,Hexadecanedioic acid
cancer patients undergoing total body irradiation,HMDB0000711,Hydroxyoctanoic acid
cancer patients undergoing total body irradiation,HMDB0000759,Glycylleucine
cancer patients undergoing total body irradiation,HMDB0000760,Hyocholic acid
cancer patients undergoing total body irradiation,HMDB0000766,N-Acetyl-L-alanine
cancer patients undergoing total body irradiation,HMDB0000801,Phytanic acid
cancer patients undergoing total body irradiation,HMDB0000802,Pterin
cancer patients undergoing total body irradiation,HMDB0000828,Ureidosuccinic acid
cancer patients undergoing total body irradiation,HMDB0000854,Formiminoglutamic acid
cancer patients undergoing total body irradiation,HMDB0000872,Tetradecanedioic acid
cancer patients undergoing total body irradiation,HMDB0000874,Tauroursodeoxycholic acid
cancer patients undergoing total body irradiation,HMDB0000888,Undecanedioic acid
cancer patients undergoing total body irradiation,HMDB0000921,Cholestenone
cancer patients undergoing total body irradiation,HMDB0001015,N-Formyl-L-methionine
cancer patients undergoing total body irradiation,HMDB0001923,Naproxen
cancer patients undergoing total body irradiation,HMDB0001931,gamma-CEHC
cancer patients undergoing total body irradiation,HMDB0001954,3-Hydroxyoctanoic acid
cancer patients undergoing total body irradiation,HMDB0002271,Imidazolepropionic acid
cancer patients undergoing total body irradiation,HMDB0002327,"1,11-Undecanedicarboxylic acid"
cancer patients undergoing total body irradiation,HMDB0002372,N-Phenylacetylphenylalanine
cancer patients undergoing total body irradiation,HMDB0003213,Raffinose
cancer patients undergoing total body irradiation,HMDB0003320,Indole-3-carboxylic acid
cancer patients undergoing total body irradiation,HMDB0003371,L-Ribulose
cancer patients undergoing total body irradiation,HMDB0003818,5-Androstenediol
cancer patients undergoing total body irradiation,HMDB0004041,L-Allothreonine
cancer patients undergoing total body irradiation,HMDB0004160,Urobilin
cancer patients undergoing total body irradiation,HMDB0004161,D-Urobilin
cancer patients undergoing total body irradiation,HMDB0004610,Phytosphingosine
cancer patients undergoing total body irradiation,HMDB0005015,Gabapentin
cancer patients undergoing total body irradiation,HMDB0006547,Stearidonic acid
cancer patients undergoing total body irradiation,HMDB0006809,Nicotinic acid ribonucleoside
cancer patients undergoing total body irradiation,HMDB0011170,gamma-Glutamylisoleucine
cancer patients undergoing total body irradiation,HMDB0011171,gamma-Glutamylleucine
cancer patients undergoing total body irradiation,HMDB0011616,"Adenosine 2',3'-cyclic phosphate"
cancer patients undergoing total body irradiation,HMDB0011729,1-Kestose
cancer patients undergoing total body irradiation,HMDB0011737,gamma-Glutamylglutamic acid
cancer patients undergoing total body irradiation,HMDB0011739,Galactinol dihydrate
cancer patients undergoing total body irradiation,HMDB0011745,N-Acetyl-L-methionine
cancer patients undergoing total body irradiation,HMDB0011749,2-Piperidinone
cancer patients undergoing total body irradiation,HMDB0011756,N-Acetylleucine
cancer patients undergoing total body irradiation,HMDB0013240,Indoleacetyl glutamine
cancer patients undergoing total body irradiation,HMDB0028680,Alanylalanine
cancer patients undergoing total body irradiation,HMDB0028691,Alanylleucine
cancer patients undergoing total body irradiation,HMDB0028757,Aspartyl-Leucine
cancer patients undergoing total body irradiation,HMDB0028823,Glutamylleucine
cancer patients undergoing total body irradiation,HMDB0028848,Glycyl-Phenylalanine
cancer patients undergoing total body irradiation,HMDB0028885,Histidylglycine
cancer patients undergoing total body irradiation,HMDB0028888,Histidylisoleucine
cancer patients undergoing total body irradiation,HMDB0028889,Histidylleucine
cancer patients undergoing total body irradiation,HMDB0028902,Isoleucyl-Asparagine
cancer patients undergoing total body irradiation,HMDB0028906,Isoleucyl-Glutamate
cancer patients undergoing total body irradiation,HMDB0028907,Isoleucyl-Glycine
