Biospecimen,Status,Value,Age,Sex,Condition,Reference,Details,ID
Blood,Detected and Quantified,15.0 (7.4)  uM,Adult (>18 years old),Female,Pregnancy,23313728,details,HMDB0000008
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000008
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000008
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0000008
Saliva,Detected and Quantified,7.26 +/- 4.47 uM,Adult (>18 years old),Male,Alzheimer's disease,23857558,details,HMDB0000008
Saliva,Detected and Quantified,7.30 +/- 1.32 uM,Adult (>18 years old),Male,Frontotemporal lobe dementia,23857558,details,HMDB0000008
Saliva,Detected and Quantified,8.12 +/- 5.32 uM,Adult (>18 years old),Both,Lewy body disease,23857558,details,HMDB0000008
Urine,Detected and Quantified,>25.0 umol/mmol creatinine,Adult (>18 years old),Both,Pyruvate dehydrogenase deficiency,OMIM 238331,details,HMDB0000008
Urine,Detected and Quantified,8.699 +/- 10.366 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000008
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22024767,details,HMDB0000008
Urine,Detected and Quantified,248.732 umol/mmol creatinine,Infant (0-1 year old),Male,Dihydrolipoamide Dehydrogenase Deficiency,6688766,details,HMDB0000008
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0000008
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0094656
Blood,Detected and Quantified,0.6 (0.30-0.90) uM,Adult (>18 years old),Both,D-2-hydroxyglutaric aciduria,MetaGene: Metabol...,details,HMDB0059655
Blood,Detected and Quantified,61.0 +/- 14.0 uM,Adult (>18 years old),Both,D-2-Hydroxyglutaric aciduria,8134166,details,HMDB0059655
Blood,Detected and Quantified,47.0 +/- 13.0 uM,Adult (>18 years old),Both,L-2-hydroxyglutaric aciduria,8134166,details,HMDB0059655
Cerebrospinal Fluid (CSF),Detected and Quantified,0.2 (0.1-0.30) uM,Adult (>18 years old),Both,D-2-hydroxyglutaric aciduria,MetaGene: Metabol...,details,HMDB0059655
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0059655
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0059655
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0059655
Saliva,Detected but not Quantified,Not Quantified,Adult (>18 years old),Male,Supragingival Plaque,31026179,details,HMDB0059655
Urine,Detected and Quantified,61.074 +/- 36.982 umol/mmol creatinine,Children (1-13 years old),Both,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0059655
Urine,Detected and Quantified,62 umol/mmol creatinine,Newborn (0-30 days old),Female,"Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",17994565,details,HMDB0059655
Urine,Detected and Quantified,685 - 786  umol/mmol creatinine,Infant (0-1 year old),Male,D-2-hydroxyglutaric aciduria,11999977,details,HMDB0059655
Urine,Detected and Quantified,113 umol/mmol creatinine,Newborn (0-30 days old),Male,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),22579592,details,HMDB0059655
Urine,Detected and Quantified,4 umol/mmol creatinine,Adult (>18 years old),Male,27-hydroxylase deficiency,16445943,details,HMDB0059655
Urine,Detected and Quantified,630-1420 umol/mmol creatinine,Children (1-13 years old),Both,L-2-hydroxyglutaric aciduria,9187477,details,HMDB0059655
Urine,Detected and Quantified,33.0 (20.0-46.0) umol/mmol creatinine,Adult (>18 years old),Both,Glutaric aciduria II,MetaGene: Metabol...,details,HMDB0059655
Urine,Detected and Quantified,2175.0 (50.0-4300.0) umol/mmol creatinine,Children (1-13 years old),Both,Glutaric aciduria II,MetaGene: Metabol...,details,HMDB0059655
Urine,Detected and Quantified,373 umol/mmol creatinine,Children (1-13 years old),Male,"D, L-2-hydroxygluraric aciduria",10963100,details,HMDB0059655
Urine,Detected and Quantified,10.0 (3.0-17.0) umol/mmol creatinine,Adult (>18 years old),Both,D-2-Hydroxyglutaric aciduria,MetaGene: Metabol...,details,HMDB0059655
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0031057
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0031057
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0002261
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0002261
Blood,Expected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0062549
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0062549
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0062549
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0062549
Blood,Detected and Quantified,0.0010 (0.0033-0.0210) uM,Adult (>18 years old),Female,Ovarian cancer,15818726,details,HMDB0000405
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0000422
Urine,Detected and Quantified,3.282 +/- 1.466 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000422
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0094657
Urine,Detected and Quantified,3.282 +/- 1.466 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0094657
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0094646
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Female,Ovarian cancer,22309680,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohns disease,26806034,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Ulcerative colitis,26806034,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Campylobacter jejuni infection,17314143,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Clostridium difficile infection,17314143,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Crohn's disease,23516449,details,HMDB0011749
Urine,Detected but not Quantified,Not Quantified,Not Specified,Not Specified,Cancer patients undergoing total body irradiation,31424920,details,HMDB0011749
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0061703
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0062651
Cerebrospinal Fluid (CSF),Detected and Quantified,0.01 +/- 0.003 uM,Adult (>18 years old),Not Specified,Encephalitis,17134724,details,HMDB0001336
Cerebrospinal Fluid (CSF),Detected and Quantified,0.0001 (0.000070-0.00013) uM,Adult (>18 years old),Both,Hypothyroidism,9849813,details,HMDB0001336
Cerebrospinal Fluid (CSF),Detected and Quantified,0.0001 +/- 0.00003  uM,Adult (>18 years old),Both,Hypothyroidism,9849813,details,HMDB0001336
Cerebrospinal Fluid (CSF),Detected and Quantified,0.0023 (0.00051-0.0042) uM,Adult (>18 years old),Not Specified,Alzheimer's disease,10494443,details,HMDB0001336
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001336
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000423
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0000423
Urine,Detected and Quantified,9.273 +/- 5.803 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000423
Urine,Detected and Quantified,4.853 +/- 2.891 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000423
Urine,Detected and Quantified,6.946 +/- 5.086 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000423
Urine,Detected and Quantified,10.117 +/- 14.922 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000423
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000423
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000423
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0000423
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000400
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,obese,26505825,details,HMDB0001982
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0001982
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0001982
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27015276,details,HMDB0001982
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0033752
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0033752
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21330412,details,HMDB0033752
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0000375
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Irritable bowel syndrome,21330412,details,HMDB0000375
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,asymptomatic diverticulosis,27622378,details,HMDB0000375
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Not Specified,symptomatic uncomplicated diverticular disease,27622378,details,HMDB0000375
Urine,Detected and Quantified,2.292 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0000375
Urine,Detected and Quantified,1.325 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Gastroesophageal reflux disease,Analysis of 30 no...,details,HMDB0000375
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000375
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Hypertension (mild),20013882,details,HMDB0000375
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0031654
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0031654
Blood,Detected and Quantified,30 +/- 6 uM,Newborn (0-30 days old),Male,Methylmalonate semialdehyde dehydrogenase deficiency,3939535,details,HMDB0003911
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0003911
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0003911
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Bladder cancer,28157703,details,HMDB0003911
Urine,Detected and Quantified,60.338 +/- 80.333 umol/mmol creatinine,Children (1 - 13 years old),Not Specified,Eosinophilic esophagitis,Analysis of 30 no...,details,HMDB0003911
Urine,Detected and Quantified,248.732 umol/mmol creatinine,Children (1-13 years old),Male,D-Lactic Acidosis,832430,details,HMDB0003911
Blood,Detected and Quantified,27.3 +/- 35.9 uM,Adult (>18 years old),Both,End-stage renal failure,20090676,details,HMDB0061112
Blood,Detected and Quantified,36.63 +/- 20.81 uM,Adult (>18 years old),Both,uremia,22626821,details,HMDB0061112
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0061112
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0061112
Blood,Detected and Quantified,254.167 +/- 68.750 uM,Adult (>18 years old),Both,Uremia,12675874,details,HMDB0061112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0061112
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0061112
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0061112
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0012154
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0012154
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,25037050,details,HMDB0012154
Urine,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal adenoma,27510537,details,HMDB0012154
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,27015276,details,HMDB0002466
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal cancer,25037050,details,HMDB0002466
Feces,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Colorectal Cancer,27275383,details,HMDB0002466
Blood,Detected and Quantified,235.0 +/- 17.0 uM,Adult (>18 years old),Female,Obesity,16253646,details,HMDB0000011
Blood,Detected and Quantified,35.1 +/- 33.9 uM,Adult (>18 years old),Both,Heart Transplant,21359215,details,HMDB0000011
Blood,Detected and Quantified,62.7 (85.0)  uM,Adult (>18 years old),Female,Down syndrome pregnancy,23313728,details,HMDB0000011
Blood,Detected and Quantified,21.0 (19.4)  uM,Adult (>18 years old),Female,Pregnancy,23313728,details,HMDB0000011
Blood,Detected and Quantified,500 uM,Adult (>18 years old),Male,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),11241047,details,HMDB0000011
Blood,Detected and Quantified,660 uM,Adolescent (13-18 years old),Female,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),11241047,details,HMDB0000011
Blood,Detected and Quantified,200-2800 uM,Infant (0-1 year old),Female,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),11241047,details,HMDB0000011
Blood,Detected and Quantified,770-2900 uM,Children (1-13 years old),Both,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),11241047,details,HMDB0000011
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Oesophageal cancer,22291914,details,HMDB0000011
Blood,Detected but not Quantified,Not Quantified,Adult (>18 years old),Both,Schizophrenia,22800120,details,HMDB0000011
Blood,Detected and Quantified,220 uM,Infant (0-1 year old),Not Specified,Very long-chain acyl-CoA dehydrogenase deficiency (vLCAD),11489939,details,HMDB0000011
Blood,Detected and Quantified,80-200 uM,Infant (0-1 year old),Not Specified,Long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency,11489939,details,HMDB0000011
